item_id,name,shape,quality,家居,医疗,时尚,武器,珠宝,文玩,数码,交通,饮食,书籍,base_value,grid_size,
1076006,麒麟处理器芯片,11,6,,,,,,,数码,,,,54600,"[10,5]",
1024004,气腹机,22,4,,医疗,,,,,数码,,,,6780,"[10,5]",
1103005,墙面涂鸦墙,54,3,家居,,,,,,,,,书籍,8880,"[10,5]",
1016006,红木屏风,44,6,家居,,,,,文玩,,,,书籍,361000,"[10,5]",
1015001,章丘铁锅,21,5,家居,,,,,,,,饮食,,24969,"[10,5]",
1064001,青花瓷瓶,22,4,家居,,,,,文玩,,,,,9600,"[10,5]",
1054004,青金石,11,4,,,,,珠宝,,,,,,10960,"[10,5]",
1064010,青金石盒,22,4,,,,,珠宝,文玩,,,,,10380,"[10,5]",
1066004,青铜神树,25,6,,,,,,文玩,,,,,287280,"[10,5]",
1085006,氢燃料电池堆栈,33,5,,,,,,,,交通,,,101400,"[10,5]",
1085007,轻量化锂电池,44,5,,,,,,,,交通,,,199900,"[10,5]",
1034004,轻奢腕表,11,4,,,时尚,,,文玩,,,,,2460,"[10,5]",
1106001,清明上河图复刻,61,6,,,,,,文玩,,,,书籍,240660,"[10,5]",
1075001,曲面带鱼屏显示器,32,5,,,,,,,数码,,,,54495,"[10,5]",
1084002,全地形卡丁车,33,4,,,,,,,,交通,,,22064,"[10,5]",
1075003,全画幅微单,22,5,,,,,,,数码,,,,37800,"[10,5]",
1076002,全画幅相机,22,6,,,,,,,数码,,,,186900,"[10,5]",
1086006,全集成AI自动驾驶系统,11,6,,,,,,,数码,交通,,,68800,"[10,5]",
1044006,全天候激光瞄准镜,11,4,,,,武器,,,,,,,2720,"[10,5]",
1046001,全息雷达无人机,33,6,,,,武器,,,数码,,,,226800,"[10,5]",
1025003,全自动生化分析仪,34,5,,医疗,,,,,数码,,,,86130,"[10,5]",
1044007,热感应夜视防护头盔,22,4,,,,武器,,,数码,,,,3180,"[10,5]",
1051009,人造玻璃,12,1,家居,,,,珠宝,,,,,,265,"[10,5]",
1053010,人造非洲之心,11,3,,,时尚,,珠宝,,,,,,1780,"[10,5]",
1051010,乳白弹珠,11,1,家居,,,,珠宝,,,,,,125,"[10,5]",
1074005,赛车方向盘,22,4,,,,,,,数码,,,,9604,"[10,5]",
1085004,赛车方向盘,22,5,,,,,,,,交通,,,25875,"[10,5]",
1084005,赛车座椅,33,4,,,,,,,,交通,,,18872,"[10,5]",
1103008,三国演义连环画本,21,3,,,,,,,,,,书籍,2768,"[10,5]",
1095001,三十年茅台,12,5,,,,,,,,,饮食,,18600,"[10,5]",
1014003,扫地机器人,22,4,家居,,,,,,数码,,,,8115,"[10,5]",
1042006,沙袋背心,22,2,家居,,,武器,,,,,,,878,"[10,5]",
1051008,沙砾,11,1,,,,,珠宝,,,交通,,,184,"[10,5]",
1022009,医用酒精,11,2,,医疗,,,,,,,,,277,"[10,5]",
1062006,珊瑚珠,11,2,,,,,珠宝,文玩,,,,,252,"[10,5]",
1013001,烧烤架,22,3,家居,,,,,,,,饮食,,3855,"[10,5]",
1071005,设备装饰贴,11,1,家居,,时尚,,,,数码,,,,127,"[10,5]",
1022004,生理盐水,11,2,,医疗,,,,,,,,,422,"[10,5]",
1101006,生日贺卡,11,1,家居,,,,,,,,,书籍,114,"[10,5]",
1061009,绳编网兜,22,1,家居,,,,,文玩,,,,,411,"[10,5]",
1041005,绳索,31,1,家居,,,武器,,,,,,,276,"[10,5]",
1093001,十年花雕酒,23,3,,,,,,,,,饮食,,3285,"[10,5]",
1051006,石灰岩,22,1,,,,,珠宝,,,交通,,,414,"[10,5]",
1041001,石块,11,1,,,,武器,,,,,,,123,"[10,5]",
1032005,印花雨伞,22,2,家居,,时尚,,,,,,,,708,"[10,5]",
1063011,石狮子,44,3,家居,,,,珠宝,文玩,,,,,9168,"[10,5]",
1086008,时尚轿跑,53,6,,,时尚,,,,,交通,,,293400,"[10,5]",
1033005,时尚腕饰,11,3,,,时尚,,,,,,,,923,"[10,5]",
1032001,时尚杂志,22,2,,,时尚,,,,,,,书籍,738,"[10,5]",
1074004,视频采集卡,11,4,,,,,,,数码,,,,3120,"[10,5]",
1103004,手办原型设计图,22,3,,,,,,,,,,书籍,2565,"[10,5]",
1014009,手办展示架,24,4,家居,,时尚,,,,,,,,13251,"[10,5]",
1102004,印刷山水画壁纸,32,2,,,,,,,,,,书籍,2016,"[10,5]",
1103007,手绘写实人像画,22,3,,,,,,,,,,书籍,4343,"[10,5]",
1071002,手机支架,11,1,家居,,,,,,数码,,,,120,"[10,5]",
1072003,手机VR眼镜,21,2,,,,,,,数码,,,,613,"[10,5]",
1062010,玉扣,11,2,,,,,,文玩,,,,,319,"[10,5]",
1093007,手磨咖啡豆,21,3,,,,,,,,,饮食,,1863,"[10,5]",
1025001,手术用显微镜,22,5,,医疗,,,,,,,,,49920,"[10,5]",
1082009,手推货运车,22,2,家居,,,,,,,交通,,,1210,"[10,5]",
1095010,手作羊奶酪,22,5,,,,,,,,,饮食,,39600,"[10,5]",
1102002,书法用卷轴,13,2,,,,,,,,,,书籍,1089,"[10,5]",
1024001,输液泵,22,4,,医疗,,,,,,,,,9880,"[10,5]",
1094006,熟成和牛,22,4,,,,,,,,,饮食,,6540,"[10,5]",
1093004,熟成火腿,23,3,,,,,,,,,饮食,,5261,"[10,5]",
1011001,数据线,11,1,家居,,,,,,数码,,,,160,"[10,5]",
1073010,数位笔,11,3,,,,,,,数码,,,,810,"[10,5]",
1074008,数位屏,22,4,,,,,,,数码,,,,10500,"[10,5]",
1075009,数字调音台,33,5,,,,,,,数码,,,,70140,"[10,5]",
1306001,双蟾纳宝,33,6,,,,,,,,,,,188888,"[10,5]",
1042009,双截棍,22,2,家居,,,武器,,,,,,,1375,"[10,5]",
1066011,双羊尊,22,6,,,,,,文玩,,,饮食,,567900,"[10,5]",
1103009,水浒传连环画本,21,3,,,,,,,,,,书籍,4388,"[10,5]",
1065005,水晶杯,11,5,,,,,珠宝,文玩,,,饮食,,15542,"[10,5]",
1033007,水雾唇釉,11,3,,,时尚,,,,,,,,923,"[10,5]",
1102010,水写毛笔练字字帖,31,2,,,,,,,,,,书籍,1119,"[10,5]",
1015002,智能冰箱,24,5,家居,,,,,,数码,,饮食,,61143,"[10,5]",
1086004,私人直升机黑匣子,22,6,,,,,,,,交通,,,1688400,"[10,5]",
1036002,斯卡奥小金人,12,6,,,时尚,,,,,,,,168000,"[10,5]",
1101010,素描铅笔,11,1,,,,,,,,,,书籍,117,"[10,5]",
1101001,素描用画板,22,1,,,,,,,,,,书籍,360,"[10,5]",
1031001,塑料发箍,11,1,家居,,时尚,,,,,,,,123,"[10,5]",
1063003,檀香折扇,21,3,家居,,,,,文玩,,,,书籍,2079,"[10,5]",
1086001,碳纤维单体壳车身,44,6,,,,,,,,交通,,,444000,"[10,5]",
1085001,碳纤维轮毂,22,5,,,,,,,,交通,,,31950,"[10,5]",
1065009,唐刀,14,5,,,,武器,,文玩,,,,,30600,"[10,5]",
1064008,唐卡,11,4,,,,,,文玩,,,,书籍,3650,"[10,5]",
1043008,C4吸塑炸药,21,3,,,,武器,,,,,,,2363,"[10,5]",
1094005,特级初榨茶油,12,4,,,,,,,,,饮食,,5076,"[10,5]",
1024009,特级鹿茸,12,4,,医疗,,,,,,,,,5724,"[10,5]",
1041010,藤条,13,1,家居,,,武器,,,,,,,388,"[10,5]",
1072008,贴膜工具包,11,2,家居,,,,,,数码,,,,420,"[10,5]",
1051003,铁矿渣,22,1,,,,,珠宝,,,交通,,,507,"[10,5]",
1103002,同人画册,22,3,,,,,,,,,,书籍,3960,"[10,5]",
1054010,铜矿堆,22,4,,,,,珠宝,,,,,,16520,"[10,5]",
1053001,大理石,33,3,家居,,,,珠宝,,,,,,5885,"[10,5]",
1064009,铜香炉,22,4,,,,,,文玩,,,,,9960,"[10,5]",
1063004,铜镇纸,22,3,,,,,,文玩,,,,,3623,"[10,5]",
1064006,铜钟,33,4,,,,,,文玩,,,,,12045,"[10,5]",
1083007,桶装汽油,24,3,,,,武器,,,,交通,,,3173,"[10,5]",
1031007,图案徽章,11,1,,,时尚,,,文玩,,,,,189,"[10,5]",
1042007,土质硝酸甘油炸弹,22,2,,,,武器,,,,,,,1044,"[10,5]",
1033001,兔兔背包,22,3,家居,,时尚,,,,,,,,2214,"[10,5]",
1055006,托帕石原石,22,5,,,,,珠宝,,,,,,34408,"[10,5]",
1083008,拖车钩,11,3,,,,武器,,,,交通,,,1470,"[10,5]",
1031003,玩具美甲,11,1,,,时尚,,,,,,,,169,"[10,5]",
1041004,玩具木剑,12,1,家居,,,武器,,,,,,,346,"[10,5]",
1073009,网络摄像头,11,3,家居,,,,,,数码,,,,1178,"[10,5]",
1056009,维纳斯级澳洲白珠,11,6,,,,,珠宝,,,,,,56000,"[10,5]",
1016002,小米全智能扫地机器人,22,6,家居,,,,,,数码,,,,170362,"[10,5]",
1023004,无菌手术衣,23,3,,医疗,,,,,,,,,5040,"[10,5]",
1045010,无人作战车,43,5,,,,武器,,,数码,,,,93753,"[10,5]",
1084010,无线CarPlay盒子,11,4,,,,,,,数码,交通,,,3040,"[10,5]",
1096002,武夷山母树大红袍,11,6,,,,,,,,,饮食,,390000,"[10,5]",
1013009,电脑桌,31,3,家居,,,,,,,,,,3791,"[10,5]",
1014004,吸尘器,13,4,家居,,,,,,数码,,,,6554,"[10,5]",
1094007,西班牙藏红花,11,4,,医疗,,,,,,,饮食,,2160,"[10,5]",
1055008,西瓜碧玺,11,5,,,,,珠宝,,,,,,34344,"[10,5]",
1095002,西湖龙井明前,11,5,,,,,,,,,饮食,,12825,"[10,5]",
1103003,西游记连环画本,21,3,,,,,,,,,,书籍,1796,"[10,5]",
1062001,锡制酒壶,11,2,,,,,,文玩,,,饮食,,734,"[10,5]",
1083004,氙气大灯,11,3,,,,,,,数码,交通,,,1388,"[10,5]",
1074010,显卡扩展坞,33,4,,,,,,,数码,,,,19096,"[10,5]",
1104001,现代画家手稿,22,4,,,,,,,,,,书籍,8940,"[10,5]",
1105011,现代书法家题字,61,5,,,,,,文玩,,,,书籍,79825,"[10,5]",
1016003,小米云端100寸液晶电视,32,6,家居,,,,,,数码,,,,255115,"[10,5]",
1034010,限定真人展示牌,23,4,,,时尚,,,,,,,,25000,"[10,5]",
1104004,限量画集,22,4,,,,,,,,,,书籍,11760,"[10,5]",
1035001,限量时尚杂志,22,5,,,时尚,,,文玩,,,,书籍,28450,"[10,5]",
1034003,限量手办,12,4,,,时尚,,,文玩,,,,,4428,"[10,5]",
1046008,相控阵雷达,34,6,,,,武器,,,,,,,1003000,"[10,5]",
1021003,消毒棉签,11,1,家居,医疗,,,,,,,,,169,"[10,5]",
1015003,智能温控空调,13,5,家居,,,,,,数码,,,,30159,"[10,5]",
1015006,财神爷摆件,23,5,家居,,,,,文玩,,,,,71499,"[10,5]",
1083011,小型面包车,53,3,家居,,,,,,,交通,,,14659,"[10,5]",
1083006,小型汽油发电机,33,3,家居,,,,,,,交通,,,4410,"[10,5]",
1025002,心脏支架,22,5,,医疗,,,,,,,,,40385,"[10,5]",
1056011,星光红宝石,11,6,,,,,珠宝,,,,,,316000,"[10,5]",
1013010,纺织地毯,21,3,家居,,,,,,,,,书籍,2858,"[10,5]",
1075007,行业无人机,22,5,,,,,,,数码,,,,41850,"[10,5]",
1053006,琉璃,11,3,家居,,,,珠宝,文玩,,,,,6710,"[10,5]",44286
1063009,绣挂毯,23,3,家居,,,,,文玩,,,,,6174,"[10,5]",
1082005,蓄电池,22,2,,,,,,,数码,交通,,,806,"[10,5]",
1093002,雪水云绿茶,11,3,,,,,,,,,饮食,,1350,"[10,5]",
1022002,血糖仪,11,2,,医疗,,,,,数码,,,,312,"[10,5]",
1064007,牙帆船,23,4,,,,,,文玩,,,,,11768,"[10,5]",
1032010,亚克力钥匙扣,11,2,家居,,时尚,,,,,,,,288,"[10,5]",
1056002,亚历山大变石,12,6,,,,,珠宝,,,,,,128000,"[10,5]",
1093006,帕玛森奶酪,11,3,,,,,,,,,饮食,,1125,"[10,5]",
1092002,烟熏辣椒粉,11,2,,,,,,,,,饮食,,473,"[10,5]",
1056012,羊脂白玉籽和田玉,12,6,,,,,珠宝,文玩,,,,,2516000,"[10,5]",
1065007,羊脂玉璧,22,5,,,,,珠宝,文玩,,,,,27450,"[10,5]",
1091004,阳光小麦粉,23,1,,,,,,,,,饮食,,437,"[10,5]",
1023005,腰椎固定带,22,3,,医疗,,,,,,,,,3294,"[10,5]",
1043007,沙漠之鹰,21,3,,,,武器,,,,,,,2052,"[10,5]",
1053002,石榴石,11,3,,,,,珠宝,,,,,,1300,"[10,5]",
1031004,钥匙挂坠,11,1,家居,,时尚,,,,,,,,146,"[10,5]",
1016005,黄金水龙头,11,6,家居,,,,,文玩,,,,,85623,"[10,5]",
1095009,野生大红袍,11,5,,,,,,,,,饮食,,29025,"[10,5]",
1096005,野生大黄鱼,21,6,,,,,,,,,饮食,,127260,"[10,5]",
1095004,野生皇冠鱼子酱,11,5,,,,,,,,,饮食,,12600,"[10,5]",
1053008,铜矿石,22,3,,,,,珠宝,,,交通,,,5040,"[10,5]",5544
1031002,一次性纹身贴,11,1,,,时尚,,,,,,,,146,"[10,5]",
1094008,伊比利亚火腿,23,4,,,,,,,,,饮食,,16212,"[10,5]",
1095003,伊比利亚橡果火腿,23,5,,,,,,,,,饮食,,54180,"[10,5]",
1022005,医药整理盒,22,2,家居,医疗,,,,,,,,,1433,"[10,5]",7165
1023003,医用缝合包,22,3,,医疗,,,,,,,,,3083,"[10,5]",
1025006,医用负压吸引器,23,5,,医疗,,,,,,,,,60342,"[10,5]",
1021010,医用剪刀,11,1,,医疗,,,,,,,,,134,"[10,5]",
1053005,岫岩玉原石,22,3,,,,,珠宝,文玩,,,,,5970,"[10,5]",9254
1026002,医用外骨骼,23,6,,医疗,,,,,,,,,259165,"[10,5]",
1021006,医用橡胶坐垫,22,1,,医疗,,,,,,,,,414,"[10,5]",
1021005,医用一次性口罩,21,1,,医疗,,,,,,,,,207,"[10,5]",
1021007,医用拄拐,23,1,,医疗,,,,,,,,,386,"[10,5]",
1023002,胰岛素笔,11,3,,医疗,,,,,,,,,855,"[10,5]",
1075005,移动工作站,33,5,,,,,,,数码,,,,78120,"[10,5]",
1093003,意大利黑醋,11,3,,,,,,,,,饮食,,938,"[10,5]",
1065008,银法典,22,5,,,,,,文玩,,,,书籍,29025,"[10,5]",
1063007,银咖啡具,32,3,,,,,,文玩,,,饮食,,5733,"[10,5]",
1063002,银丝笔筒,12,3,,,,,,文玩,,,,书籍,1985,"[10,5]",
1033004,银制耳饰,11,3,,,时尚,,,,,,,,923,"[10,5]",
1063010,银烛台,22,3,家居,,,,,文玩,,,,,2318,"[10,5]",
1012010,饮水机,12,2,家居,,,,,,数码,,,,1045,"[10,5]",
1084008,隐藏式行车记录仪,11,4,家居,,,,,,数码,交通,,,2600,"[10,5]",
1043006,夜视仪,11,3,,,,武器,,,,,,,968,"[10,5]",
1031005,印花T恤,22,1,家居,,时尚,,,,,,,,369,"[10,5]",
1101007,印刷风景明信片,11,1,家居,,,,,,,,,书籍,137,"[10,5]",
1101005,印刷广告卡通圆扇,11,1,家居,,,,,,,,,书籍,221,"[10,5]",
1102001,印刷画折扇,21,2,,,,,,文玩,,,,书籍,441,"[10,5]",
1053007,云母碎片,11,3,,,,,珠宝,,,,,,1450,"[10,5]",2030
1031008,应援棒,12,1,,,时尚,,,,数码,,,,248,"[10,5]",
1031009,应援灯牌,31,1,,,时尚,,,,数码,,,,299,"[10,5]",
1054001,萤石晶体簇,22,4,,,,,珠宝,,,,,,8680,"[10,5]",
1036003,永恒时尚指南,22,6,,,时尚,,,,,,,书籍,266050,"[10,5]",
1106010,永乐大典残本二,22,6,,,,,,文玩,,,,书籍,1553900,"[10,5]",
1106009,永乐大典残本一,22,6,,,,,,文玩,,,,书籍,1491800,"[10,5]",
1073008,游戏耳机,22,3,,,,,,,数码,,,,2541,"[10,5]",
1103001,游戏概念设定集,22,3,,,,,,,,,,书籍,2700,"[10,5]",
1071006,游戏纪念币,11,1,,,,,,,数码,,,,178,"[10,5]",
1072004,有线游戏手柄,21,2,,,,,,,数码,,,,505,"[10,5]",
1093010,鱼子酱,11,3,,,,,,,,,饮食,,983,"[10,5]",
1012006,羽毛球拍,21,2,家居,,,,,,,,,,1776,"[10,5]",
1081001,雨刮胶条,13,1,,,,,,,,交通,,,112,"[10,5]",
1055005,玉化砗磲,11,6,,,,,珠宝,文玩,,,,,68400,"[10,5]",
1014001,宝宝哄睡椅,22,4,家居,医疗,,,,,,,,,8974,"[10,5]",
1064005,玉山子,22,4,,,,,珠宝,文玩,,,,,15456,"[10,5]",
1011009,园林修理剪,21,1,家居,,,,,,,,,,305,"[10,5]",
1041002,圆润的木杆,14,1,家居,,,武器,,,,,,,438,"[10,5]",
1053003,月光石,11,3,,,,,珠宝,,,,,,1530,"[10,5]",
1083005,越野轮胎,33,3,,,,,,,,交通,,,4915,"[10,5]",
1014002,除湿器,12,4,家居,,,,,,数码,,,,3454,"[10,5]",
1033008,运动球鞋,12,3,家居,,时尚,,,,,,,,1661,"[10,5]",
1074003,运动相机,11,4,家居,,,,,,数码,,,,2400,"[10,5]",
1043002,战术背心,23,3,,,,武器,,,,,,,4316,"[10,5]",
1016001,金丝楠木椅,22,6,家居,,,,,文玩,,,,,187812,"[10,5]",
1024010,长白山野山参,12,4,,医疗,,,,,,,饮食,,3780,"[10,5]",
1075006,长焦镜头,11,5,,,,,,,数码,,,,12675,"[10,5]",
1042008,长枪,15,2,,,,武器,,,,,,,1452,"[10,5]",
1081006,遮阳挡,21,1,,,,,,,,交通,,,754,"[10,5]",
1012007,折叠床,32,2,家居,,,,,,,,,,2415,"[10,5]",
1024005,针灸人模型,23,4,,医疗,,,,,,,,,11424,"[10,5]",
1054005,珍珠,11,4,,,时尚,,珠宝,,,,,,4240,"[10,5]",
1033006,真皮钱夹,11,3,家居,,时尚,,,,,,,,1661,"[10,5]",
1092008,芝麻香油,11,2,,,,,,,,,饮食,,430,"[10,5]",
1055004,枝状珊瑚,13,5,,,,,珠宝,文玩,,,,,48096,"[10,5]",
1045004,蜘蛛型自走机器人,33,5,,,,武器,,,数码,,,,82740,"[10,5]",
1105007,植物水彩图,12,5,,,,,,,,,,书籍,25875,"[10,5]",
1015005,锦绣山河靠山石,32,5,家居,,,,,文玩,,,,,51801,"[10,5]",
1014010,智能马桶,23,4,家居,,,,,,数码,,,,10542,"[10,5]",
1074001,智能手表,11,4,家居,医疗,,,,,数码,,,,3960,"[10,5]",
1015008,貔貅茶宠,11,5,家居,,,,,文玩,,,,,15345,"[10,5]",
1015009,黄金打火机,11,5,家居,,时尚,,,文玩,,,,,21201,"[10,5]",
1101003,中国新年春联二,14,1,家居,,,,,,,,,书籍,317,"[10,5]",
1101004,中国新年春联横幅,21,1,家居,,,,,,,,,书籍,218,"[10,5]",
1101002,中国新年春联一,14,1,家居,,,,,,,,,书籍,341,"[10,5]",
1076003,中画幅相机,22,6,,,,,,,数码,,,,122600,"[10,5]",
1045002,重型全生态作战防弹衣,34,5,,,,武器,,,,,,,74745,"[10,5]",
1086003,重型巡航摩托车,43,6,,,时尚,,,,,交通,,,357040,"[10,5]",
1062003,竹节笔,12,2,,,,,,文玩,,,,书籍,794,"[10,5]",
1041003,竹木弹弓,21,1,家居,,,武器,,,,,,,304,"[10,5]",
1021001,注射用针,11,1,,医疗,,,,,,,,,123,"[10,5]",
1084007,专业级充气泵,22,4,,,,,,,,交通,,,10620,"[10,5]",
1075008,专业声卡,21,5,,,,,,,数码,,,,19845,"[10,5]",
1026004,紫檀木金针针灸套装,22,6,,医疗,,,,文玩,,,,,112896,"[10,5]",
1044004,自爆式无人机,22,4,,,,武器,,,数码,,,,7140,"[10,5]",
1071010,自拍杆,14,1,家居,,,,,,数码,,,,338,"[10,5]",
1105004,宗教壁画残片,23,5,,,,,,文玩,,,,书籍,53550,"[10,5]",
1061003,棕榈叶篮,21,1,家居,,,,,文玩,,,,,315,"[10,5]",
1012005,足球,22,2,家居,,,,,,,,,,1480,"[10,5]",
1056004,祖母绿宝石,11,6,,,,,珠宝,,,,,,87000,"[10,5]",
1056010,钻石原石（巨粒）,33,6,,,,,珠宝,,,,,,512000,"[10,5]",
