id,col_1,col_2,item_name,item_nm,item_desc,item_type_id,slot_type,item_quality,base_value,in_case,is_tradable,binds_on_purchase,is_auction,auction_baseprice,grid_count,transaction_tax_rate,max_stack_size,max_per_listing,collectible_item_type_id,skills,specified_obtain,drop_group_id,show_item,icon_path,icon_atlas,collection,rank7count,item_access,collection_coin,number,number_weight,cost,model_3D,is_show,exchangeId,is_sale,room_price
132032,勋章11,医师2,taskname_5203002,taskname_5203002,taskname_5203002,[13],0,2,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2003_2,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132033,勋章11,医师2,taskname_5203002,taskname_5203002,taskname_5203002,[13],0,2,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2003_3,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132041,勋章12,时尚浪潮1,taskname_5204001,taskname_5204001,taskname_5204001,[13],0,1,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2004_1,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132042,勋章13,时尚浪潮2,taskname_5204002,taskname_5204002,taskname_5204002,[13],0,2,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2004_2,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132043,勋章13,时尚浪潮2,taskname_5204002,taskname_5204002,taskname_5204002,[13],0,2,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2004_3,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132051,勋章14,军火商人1,taskname_5205201,taskname_5205201,taskname_5205201,[13],0,1,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2005_1,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132052,勋章15,军火商人2,taskname_5205202,taskname_5205202,taskname_5205202,[13],0,2,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2005_2,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132053,勋章15,军火商人2,taskname_5205202,taskname_5205202,taskname_5205202,[13],0,2,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2005_3,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132061,勋章16,珠宝大师1,taskname_5206001,taskname_5206001,taskname_5206001,[13],0,1,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2006_1,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132062,勋章17,珠宝大师2,taskname_5206002,taskname_5206002,taskname_5206002,[13],0,2,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2006_2,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132063,勋章17,珠宝大师2,taskname_5206002,taskname_5206002,taskname_5206002,[13],0,2,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2006_3,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132071,勋章18,博物馆长1,taskname_5207001,taskname_5207001,taskname_5207001,[13],0,1,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2007_1,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132072,勋章19,博物馆长2,taskname_5207002,taskname_5207002,taskname_5207002,[13],0,2,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2007_2,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132073,勋章19,博物馆长2,taskname_5207002,taskname_5207002,taskname_5207002,[13],0,2,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2007_3,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132081,勋章20,数码达人1,taskname_5208001,taskname_5208001,taskname_5208001,[13],0,1,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2008_1,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132082,勋章21,数码达人2,taskname_5208002,taskname_5208002,taskname_5208002,[13],0,2,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2008_2,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132083,勋章21,数码达人2,taskname_5208002,taskname_5208002,taskname_5208002,[13],0,2,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2008_3,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132091,勋章22,能源大亨1,taskname_5209001,taskname_5209001,taskname_5209001,[13],0,1,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2009_1,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132092,勋章23,能源大亨2,taskname_5209002,taskname_5209002,taskname_5209002,[13],0,2,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2009_2,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132093,勋章23,能源大亨2,taskname_5209002,taskname_5209002,taskname_5209002,[13],0,2,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2009_3,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132101,勋章24,餐饮大王1,taskname_5210001,taskname_5210001,taskname_5210001,[13],0,1,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2010_1,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132102,勋章25,餐饮大王2,taskname_5210002,taskname_5210002,taskname_5210002,[13],0,2,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2010_2,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132103,勋章25,餐饮大王2,taskname_5210002,taskname_5210002,taskname_5210002,[13],0,2,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2010_3,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132111,勋章26,书画收藏家1,taskname_5211001,taskname_5211001,taskname_5211001,[13],0,1,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2011_1,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132112,勋章27,书画收藏家2,taskname_5211002,taskname_5211002,taskname_5211002,[13],0,2,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2011_2,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132113,勋章27,书画收藏家2,taskname_5211002,taskname_5211002,taskname_5211002,[13],0,2,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2011_3,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132121,勋章28,璀璨星光1,taskname_5212001,taskname_5212001,taskname_5212001,[13],0,1,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2012_1,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132122,勋章29,璀璨星光2,taskname_5212002,taskname_5212002,taskname_5212002,[13],0,2,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2012_2,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132123,勋章30,璀璨星光3,taskname_5212003,taskname_5212003,taskname_5212003,[13],0,3,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2012_3,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132124,勋章31,璀璨星光4,taskname_5212004,taskname_5212004,taskname_5212004,[13],0,4,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2012_4,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132131,勋章32,百里挑一1,taskname_5213001,taskname_5213001,taskname_5213001,[13],0,1,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2013_1,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132132,勋章33,百里挑一2,taskname_5213002,taskname_5213002,taskname_5213002,[13],0,2,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2013_2,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132133,勋章34,百里挑一3,taskname_5213003,taskname_5213003,taskname_5213003,[13],0,3,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2013_3,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132134,勋章35,百里挑一4,taskname_5213004,taskname_5213004,taskname_5213004,[13],0,4,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2013_4,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132141,勋章36,万众瞩目1,taskname_5214001,taskname_5214001,taskname_5214001,[13],0,1,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2014_1,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132142,勋章37,万众瞩目2,taskname_5214002,taskname_5214002,taskname_5214002,[13],0,2,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2014_2,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132143,勋章38,万众瞩目3,taskname_5214003,taskname_5214003,taskname_5214003,[13],0,3,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2014_3,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132144,勋章39,万众瞩目4,taskname_5214004,taskname_5214004,taskname_5214004,[13],0,4,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2014_4,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132151,勋章40,非洲之心1,taskname_5215001,taskname_5215001,taskname_5215001,[13],0,1,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2015_1,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132152,勋章41,非洲之心2,taskname_5215002,taskname_5215002,taskname_5215002,[13],0,2,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2015_2,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132153,勋章42,非洲之心3,taskname_5215003,taskname_5215003,taskname_5215003,[13],0,3,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2015_3,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
132154,勋章43,非洲之心4,taskname_5215004,taskname_5215004,taskname_5215004,[13],0,4,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_2015_4,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
133011,勋章44,富可敌国1,taskname_5301001,taskname_5301001,taskname_5301001,[13],0,1,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_3001_1,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
133012,勋章45,富可敌国2,taskname_5301002,taskname_5301002,taskname_5301002,[13],0,2,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_3001_2,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
133013,勋章46,富可敌国3,taskname_5301003,taskname_5301003,taskname_5301003,[13],0,3,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_3001_3,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
133014,勋章47,富可敌国4,taskname_5301004,taskname_5301004,taskname_5301004,[13],0,4,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_3001_4,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
133041,勋章57,盲盒专家,taskname_5304001,taskname_5304001,taskname_5304001,[13],0,1,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_3004_1,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
133051,勋章58,仓库专家,taskname_5305001,taskname_5305001,taskname_5305001,[13],0,1,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_3005_1,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
133061,勋章59,集装箱专家,taskname_5306001,taskname_5306001,taskname_5306001,[13],0,1,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_3006_1,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
133071,勋章60,别墅庄家,taskname_5307001,taskname_5307001,taskname_5307001,[13],0,1,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_3007_1,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
133081,勋章61,沉船专家,taskname_5308001,taskname_5308001,taskname_5308001,[13],0,1,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_3008_1,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
133101,勋章66,审计师1,taskname_5310001,taskname_5310001,taskname_5310001,[13],0,1,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_3010_1,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
133102,勋章67,审计师2,taskname_5310002,taskname_5310002,taskname_5310002,[13],0,2,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_3010_2,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
133103,勋章68,审计师3,taskname_5310003,taskname_5310003,taskname_5310003,[13],0,3,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_3010_3,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
133104,勋章69,审计师4,taskname_5310004,taskname_5310004,taskname_5310004,[13],0,4,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_3010_4,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
133111,勋章70,全知全能1,taskname_5311001,taskname_5311001,taskname_5311001,[13],0,1,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_3011_1,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
133112,勋章71,全知全能2,taskname_5311002,taskname_5311002,taskname_5311002,[13],0,2,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_3011_2,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
133113,勋章72,全知全能3,taskname_5311003,taskname_5311003,taskname_5311003,[13],0,3,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_3011_3,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
133114,勋章73,全知全能4,taskname_5311004,taskname_5311004,taskname_5311004,[13],0,4,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_3011_4,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
133121,勋章74,贸易专家1,taskname_5312001,taskname_5312001,taskname_5312001,[13],0,1,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_3012_1,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
133122,勋章75,贸易专家2,taskname_5312002,taskname_5312002,taskname_5312002,[13],0,2,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_3012_2,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
133123,勋章76,贸易专家3,taskname_5312003,taskname_5312003,taskname_5312003,[13],0,3,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_3012_3,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
133131,勋章75,没落贵族1,taskname_5312002,taskname_5312002,taskname_5312002,[13],0,3,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_3013_1,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
133132,勋章76,没落贵族2,taskname_5312003,taskname_5312003,taskname_5312003,[13],0,4,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],icon_achievement_3013_2,Achievement,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
140001,加冕时刻,这是胜利者的象征，正如游戏名“竞拍之王”，代表登顶王座,itemName_140001,itemName_140001,itemDesc_140001,[17],0,0,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],ui_avatarframe_01,HeadFrame,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
140002,起拍编号,这是竞拍入场的基础身份象征，代表你是“持牌人”,itemName_140002,itemName_140002,itemDesc_140002,[17],0,0,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],ui_avatarframe_02,HeadFrame,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
140003,全息幻影,拥有彩色藏品的玩家,itemName_140003,itemName_140003,itemDesc_140003,[17],0,0,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],ui_avatarframe_03,HeadFrame,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
140004,聚光焦点,暗示你是全场的焦点，所有的藏品和目光都集中在你身上,itemName_140004,itemName_140004,itemDesc_140004,[17],0,0,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],ui_avatarframe_04,HeadFrame,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
140005,黑金传说,像是排行榜霸主的专属框,itemName_140005,itemName_140005,itemDesc_140005,[17],0,0,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],ui_avatarframe_05,HeadFrame,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
140006,紫晶秘藏,紫色通常代表“史诗”或“神秘”，暗示框内之人拥有不为人知的珍稀藏品,itemName_140006,itemName_140006,itemDesc_140006,[17],0,0,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],ui_avatarframe_06,HeadFrame,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
140007,凛冬破冰,象征在冷场的局面下打破僵局，或者用冷酷的手段赢得竞拍,itemName_140007,itemName_140007,itemDesc_140007,[17],0,0,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],ui_avatarframe_07,HeadFrame,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
140008,拍卖铁律,象征拍卖行的规则与秩序，木质代表沉稳和传统,itemName_140008,itemName_140008,itemDesc_140008,[17],0,0,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],ui_avatarframe_08,HeadFrame,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
140009,原始股东,实际头像框,itemName_140009,itemName_140009,itemDesc_140009,[17],0,0,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],ui_avatarframe_09,HeadFrame,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
140010,刀乐US刀乐,大哥，您这挣的是啥钱？,itemName_140010,itemName_140010,itemDesc_140010,[17],0,0,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],ui_avatarframe_10,HeadFrame,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
140011,灵感之源,当多数灵感仍在分散生长时，您的构想已完成收束,itemName_140011,itemName_140011,itemDesc_140011,[17],0,0,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],ui_avatarframe_11,HeadFrame,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
140012,似水柔情,似水柔情,itemName_140012,itemName_140012,itemDesc_140012,[17],0,0,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],ui_avatarframe_12,HeadFrame,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
140013,风之轻语,风之轻语,itemName_140013,itemName_140013,itemDesc_140013,[17],0,0,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],ui_avatarframe_13,HeadFrame,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
140014,火焰之舞,火焰之舞,itemName_140014,itemName_140014,itemDesc_140014,[17],0,0,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],ui_avatarframe_14,HeadFrame,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
140015,大地守望,大地守望,itemName_140015,itemName_140015,itemDesc_140015,[17],0,0,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],ui_avatarframe_15,HeadFrame,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
140701,索菲头像框,实际头像框,itemName_140701,itemName_140701,itemDesc_140701,[17],0,0,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],ui_avatarframe_140701,HeadFrame,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
140702,拉文头像框,实际头像框,itemName_140702,itemName_140702,itemDesc_140702,[17],0,0,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],ui_avatarframe_140702,HeadFrame,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
141001,白银,白银,itemName_141001,itemName_141001,itemDesc_141001,[17],0,0,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],ui_avatarframe_141001,HeadFrame,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
141002,黄金,黄金,itemName_141002,itemName_141002,itemDesc_141002,[17],0,0,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],ui_avatarframe_141002,HeadFrame,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
141003,白金,白金,itemName_141003,itemName_141003,itemDesc_141003,[17],0,0,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],ui_avatarframe_141003,HeadFrame,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
141004,钻石,钻石,itemName_141004,itemName_141004,itemDesc_141004,[17],0,0,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],ui_avatarframe_141004,HeadFrame,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
141005,大师,大师,itemName_141005,itemName_141005,itemDesc_141005,[17],0,0,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],ui_avatarframe_141005,HeadFrame,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
141006,王者,王者,itemName_141006,itemName_141006,itemDesc_141006,[17],0,0,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],ui_avatarframe_141006,HeadFrame,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
150001,富可敌国,称号：富可敌国,itemName_150001,itemName_150001,itemDesc_150001,[18],0,0,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],ui_title_01,HeadTitle,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
150002,掌眼天师,称号：掌眼天师,itemName_150002,itemName_150002,itemDesc_150002,[18],0,0,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],ui_title_02,HeadTitle,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
150003,捡漏之王,称号：捡漏之王,itemName_150003,itemName_150003,itemDesc_150003,[18],0,0,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],ui_title_03,HeadTitle,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
150004,博物馆长,称号：博物馆长,itemName_150004,itemName_150004,itemDesc_150004,[18],0,0,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],ui_title_04,HeadTitle,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
150005,一锤定音,称号：一锤定音,itemName_150005,itemName_150005,itemDesc_150005,[18],0,0,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],ui_title_05,HeadTitle,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
150006,慈善赌王,称号：慈善赌王,itemName_150006,itemName_150006,itemDesc_150006,[18],0,0,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],ui_title_06,HeadTitle,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
150007,吃土少年,称号：吃土少年,itemName_150007,itemName_150007,itemDesc_150007,[18],0,0,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],ui_title_07,HeadTitle,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
150008,打眼专业户,称号：打眼专业户,itemName_150008,itemName_150008,itemDesc_150008,[18],0,0,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],ui_title_08,HeadTitle,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
150009,高级韭菜,称号：高级韭菜,itemName_150009,itemName_150009,itemDesc_150009,[18],0,0,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],ui_title_09,HeadTitle,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
150010,我也想赢,称号：我也想赢,itemName_150010,itemName_150010,itemDesc_150010,[18],0,0,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],ui_title_10,HeadTitle,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
150011,谢谢老板,称号：谢谢老板,itemName_150011,itemName_150011,itemDesc_150011,[18],0,0,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],ui_title_11,HeadTitle,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
150012,散财童子,称号：散财童子,itemName_150012,itemName_150012,itemDesc_150012,[18],0,0,0,0,0,0,0,"[10,5]",0,[[0]],0,0,[0],[0],[[0]],0,[0],ui_title_12,HeadTitle,0,0,[0],0,[0],[0],[0],Cube,0,[0],0,
