group_id,col_1,col_2,weight_type,items_list
103103,​尖端装备封存箱​1,航运集装箱,2,"[[9999,1011,1,1,20],[9999,1021,1,1,10],[9999,1031,1,1,20],[9999,1041,1,1,40],[9999,1051,1,1,10],[9999,1061,1,1,10],[9999,1071,1,1,40],[9999,1081,1,1,60],[9999,1091,1,1,20],[9999,1101,1,1,10]]"
103104,​跨国冷链货柜​1,航运集装箱,2,"[[9999,1011,1,1,20],[9999,1021,1,1,60],[9999,1031,1,1,20],[9999,1041,1,1,10],[9999,1051,1,1,10],[9999,1061,1,1,10],[9999,1071,1,1,10],[9999,1081,1,1,20],[9999,1091,1,1,60],[9999,1101,1,1,10]]"
103105,​历史尘埃秘藏箱​1,航运集装箱,2,"[[9999,1011,1,1,20],[9999,1021,1,1,10],[9999,1031,1,1,20],[9999,1041,1,1,10],[9999,1051,1,1,60],[9999,1061,1,1,60],[9999,1071,1,1,10],[9999,1081,1,1,20],[9999,1091,1,1,20],[9999,1101,1,1,60]]"
103106,​缄默知识文库​1,航运集装箱,2,"[[9999,1011,1,1,20],[9999,1021,1,1,10],[9999,1031,1,1,20],[9999,1041,1,1,20],[9999,1051,1,1,10],[9999,1061,1,1,20],[9999,1071,1,1,10],[9999,1081,1,1,20],[9999,1091,1,1,20],[9999,1101,1,1,100]]"
103107,​迪拜私享逸品柜​1,航运集装箱,2,"[[9999,1011,1,1,20],[9999,1021,1,1,10],[9999,1031,1,1,20],[9999,1041,1,1,20],[9999,1051,1,1,100],[9999,1061,1,1,20],[9999,1071,1,1,10],[9999,1081,1,1,20],[9999,1091,1,1,20],[9999,1101,1,1,10]]"
103108,​保税实验室原料柜​1,航运集装箱,2,"[[9999,1011,1,1,20],[9999,1021,1,1,100],[9999,1031,1,1,20],[9999,1041,1,1,20],[9999,1051,1,1,10],[9999,1061,1,1,20],[9999,1071,1,1,10],[9999,1081,1,1,20],[9999,1091,1,1,20],[9999,1101,1,1,10]]"
103109,​注册私人军事物资​1,航运集装箱,2,"[[9999,1011,1,1,20],[9999,1021,1,1,10],[9999,1031,1,1,20],[9999,1041,1,1,100],[9999,1051,1,1,10],[9999,1061,1,1,20],[9999,1071,1,1,10],[9999,1081,1,1,20],[9999,1091,1,1,20],[9999,1101,1,1,10]]"
103110,​亚洲电竞狂欢箱​1,航运集装箱,2,"[[9999,1011,1,1,20],[9999,1021,1,1,10],[9999,1031,1,1,20],[9999,1041,1,1,20],[9999,1051,1,1,10],[9999,1061,1,1,20],[9999,1071,1,1,100],[9999,1081,1,1,20],[9999,1091,1,1,20],[9999,1101,1,1,10]]"
103201,​混沌货柜​2,航运集装箱,2,"[[9999,1012,1,1,20],[9999,1022,1,1,20],[9999,1032,1,1,20],[9999,1042,1,1,20],[9999,1052,1,1,20],[9999,1062,1,1,20],[9999,1072,1,1,20],[9999,1082,1,1,20],[9999,1092,1,1,20],[9999,1102,1,1,20]]"
103202,​环球家居博览箱​2,航运集装箱,2,"[[9999,1012,1,1,60],[9999,1022,1,1,10],[9999,1032,1,1,60],[9999,1042,1,1,10],[9999,1052,1,1,10],[9999,1062,1,1,10],[9999,1072,1,1,10],[9999,1082,1,1,20],[9999,1092,1,1,20],[9999,1102,1,1,10]]"
103203,​尖端装备封存箱​2,航运集装箱,2,"[[9999,1012,1,1,20],[9999,1022,1,1,10],[9999,1032,1,1,20],[9999,1042,1,1,40],[9999,1052,1,1,10],[9999,1062,1,1,10],[9999,1072,1,1,40],[9999,1082,1,1,60],[9999,1092,1,1,20],[9999,1102,1,1,10]]"
103204,​跨国冷链货柜​2,航运集装箱,2,"[[9999,1012,1,1,20],[9999,1022,1,1,60],[9999,1032,1,1,20],[9999,1042,1,1,10],[9999,1052,1,1,10],[9999,1062,1,1,10],[9999,1072,1,1,10],[9999,1082,1,1,20],[9999,1092,1,1,60],[9999,1102,1,1,10]]"
103205,​历史尘埃秘藏箱​2,航运集装箱,2,"[[9999,1012,1,1,20],[9999,1022,1,1,10],[9999,1032,1,1,20],[9999,1042,1,1,10],[9999,1052,1,1,60],[9999,1062,1,1,60],[9999,1072,1,1,10],[9999,1082,1,1,20],[9999,1092,1,1,20],[9999,1102,1,1,60]]"
103206,​缄默知识文库​2,航运集装箱,2,"[[9999,1012,1,1,20],[9999,1022,1,1,10],[9999,1032,1,1,20],[9999,1042,1,1,20],[9999,1052,1,1,10],[9999,1062,1,1,20],[9999,1072,1,1,10],[9999,1082,1,1,20],[9999,1092,1,1,20],[9999,1102,1,1,100]]"
103207,​迪拜私享逸品柜​2,航运集装箱,2,"[[9999,1012,1,1,20],[9999,1022,1,1,10],[9999,1032,1,1,20],[9999,1042,1,1,20],[9999,1052,1,1,100],[9999,1062,1,1,20],[9999,1072,1,1,10],[9999,1082,1,1,20],[9999,1092,1,1,20],[9999,1102,1,1,10]]"
103208,​保税实验室原料柜​2,航运集装箱,2,"[[9999,1012,1,1,20],[9999,1022,1,1,100],[9999,1032,1,1,20],[9999,1042,1,1,20],[9999,1052,1,1,10],[9999,1062,1,1,20],[9999,1072,1,1,10],[9999,1082,1,1,20],[9999,1092,1,1,20],[9999,1102,1,1,10]]"
103209,​注册私人军事物资​2,航运集装箱,2,"[[9999,1012,1,1,20],[9999,1022,1,1,10],[9999,1032,1,1,20],[9999,1042,1,1,100],[9999,1052,1,1,10],[9999,1062,1,1,20],[9999,1072,1,1,10],[9999,1082,1,1,20],[9999,1092,1,1,20],[9999,1102,1,1,10]]"
103210,​亚洲电竞狂欢箱​2,航运集装箱,2,"[[9999,1012,1,1,20],[9999,1022,1,1,10],[9999,1032,1,1,20],[9999,1042,1,1,20],[9999,1052,1,1,10],[9999,1062,1,1,20],[9999,1072,1,1,100],[9999,1082,1,1,20],[9999,1092,1,1,20],[9999,1102,1,1,10]]"
103301,​混沌货柜​3,航运集装箱,2,"[[9999,1013,1,1,20],[9999,1023,1,1,20],[9999,1033,1,1,20],[9999,1043,1,1,20],[9999,1053,1,1,20],[9999,1063,1,1,20],[9999,1073,1,1,20],[9999,1083,1,1,20],[9999,1093,1,1,20],[9999,1103,1,1,20]]"
103302,​环球家居博览箱​3,航运集装箱,2,"[[9999,1013,1,1,60],[9999,1023,1,1,10],[9999,1033,1,1,60],[9999,1043,1,1,10],[9999,1053,1,1,10],[9999,1063,1,1,10],[9999,1073,1,1,10],[9999,1083,1,1,20],[9999,1093,1,1,20],[9999,1103,1,1,10]]"
103303,​尖端装备封存箱​3,航运集装箱,2,"[[9999,1013,1,1,20],[9999,1023,1,1,10],[9999,1033,1,1,20],[9999,1043,1,1,40],[9999,1053,1,1,10],[9999,1063,1,1,10],[9999,1073,1,1,40],[9999,1083,1,1,60],[9999,1093,1,1,20],[9999,1103,1,1,10]]"
103304,​跨国冷链货柜​3,航运集装箱,2,"[[9999,1013,1,1,20],[9999,1023,1,1,60],[9999,1033,1,1,20],[9999,1043,1,1,10],[9999,1053,1,1,10],[9999,1063,1,1,10],[9999,1073,1,1,10],[9999,1083,1,1,20],[9999,1093,1,1,60],[9999,1103,1,1,10]]"
103305,​历史尘埃秘藏箱​3,航运集装箱,2,"[[9999,1013,1,1,20],[9999,1023,1,1,10],[9999,1033,1,1,20],[9999,1043,1,1,10],[9999,1053,1,1,60],[9999,1063,1,1,60],[9999,1073,1,1,10],[9999,1083,1,1,20],[9999,1093,1,1,20],[9999,1103,1,1,60]]"
103306,​缄默知识文库​3,航运集装箱,2,"[[9999,1013,1,1,20],[9999,1023,1,1,10],[9999,1033,1,1,20],[9999,1043,1,1,20],[9999,1053,1,1,10],[9999,1063,1,1,20],[9999,1073,1,1,10],[9999,1083,1,1,20],[9999,1093,1,1,20],[9999,1103,1,1,100]]"
103307,​迪拜私享逸品柜​3,航运集装箱,2,"[[9999,1013,1,1,20],[9999,1023,1,1,10],[9999,1033,1,1,20],[9999,1043,1,1,20],[9999,1053,1,1,100],[9999,1063,1,1,20],[9999,1073,1,1,10],[9999,1083,1,1,20],[9999,1093,1,1,20],[9999,1103,1,1,10]]"
103308,​保税实验室原料柜​3,航运集装箱,2,"[[9999,1013,1,1,20],[9999,1023,1,1,100],[9999,1033,1,1,20],[9999,1043,1,1,20],[9999,1053,1,1,10],[9999,1063,1,1,20],[9999,1073,1,1,10],[9999,1083,1,1,20],[9999,1093,1,1,20],[9999,1103,1,1,10]]"
103309,​注册私人军事物资​3,航运集装箱,2,"[[9999,1013,1,1,20],[9999,1023,1,1,10],[9999,1033,1,1,20],[9999,1043,1,1,100],[9999,1053,1,1,10],[9999,1063,1,1,20],[9999,1073,1,1,10],[9999,1083,1,1,20],[9999,1093,1,1,20],[9999,1103,1,1,10]]"
103310,​亚洲电竞狂欢箱​3,航运集装箱,2,"[[9999,1013,1,1,20],[9999,1023,1,1,10],[9999,1033,1,1,20],[9999,1043,1,1,20],[9999,1053,1,1,10],[9999,1063,1,1,20],[9999,1073,1,1,100],[9999,1083,1,1,20],[9999,1093,1,1,20],[9999,1103,1,1,10]]"
103401,​混沌货柜​4,航运集装箱,2,"[[9999,1014,1,1,20],[9999,1024,1,1,20],[9999,1034,1,1,20],[9999,1044,1,1,20],[9999,1054,1,1,20],[9999,1064,1,1,20],[9999,1074,1,1,20],[9999,1084,1,1,20],[9999,1094,1,1,20],[9999,1104,1,1,20]]"
103402,​环球家居博览箱​4,航运集装箱,2,"[[9999,1014,1,1,60],[9999,1024,1,1,10],[9999,1034,1,1,60],[9999,1044,1,1,10],[9999,1054,1,1,10],[9999,1064,1,1,10],[9999,1074,1,1,10],[9999,1084,1,1,20],[9999,1094,1,1,20],[9999,1104,1,1,10]]"
103403,​尖端装备封存箱​4,航运集装箱,2,"[[9999,1014,1,1,20],[9999,1024,1,1,10],[9999,1034,1,1,20],[9999,1044,1,1,40],[9999,1054,1,1,10],[9999,1064,1,1,10],[9999,1074,1,1,40],[9999,1084,1,1,60],[9999,1094,1,1,20],[9999,1104,1,1,10]]"
103404,​跨国冷链货柜​4,航运集装箱,2,"[[9999,1014,1,1,20],[9999,1024,1,1,60],[9999,1034,1,1,20],[9999,1044,1,1,10],[9999,1054,1,1,10],[9999,1064,1,1,10],[9999,1074,1,1,10],[9999,1084,1,1,20],[9999,1094,1,1,60],[9999,1104,1,1,10]]"
103405,​历史尘埃秘藏箱​4,航运集装箱,2,"[[9999,1014,1,1,20],[9999,1024,1,1,10],[9999,1034,1,1,20],[9999,1044,1,1,10],[9999,1054,1,1,60],[9999,1064,1,1,60],[9999,1074,1,1,10],[9999,1084,1,1,20],[9999,1094,1,1,20],[9999,1104,1,1,60]]"
103406,​缄默知识文库​4,航运集装箱,2,"[[9999,1014,1,1,20],[9999,1024,1,1,10],[9999,1034,1,1,20],[9999,1044,1,1,20],[9999,1054,1,1,10],[9999,1064,1,1,20],[9999,1074,1,1,10],[9999,1084,1,1,20],[9999,1094,1,1,20],[9999,1104,1,1,100]]"
103407,​迪拜私享逸品柜​4,航运集装箱,2,"[[9999,1014,1,1,20],[9999,1024,1,1,10],[9999,1034,1,1,20],[9999,1044,1,1,20],[9999,1054,1,1,100],[9999,1064,1,1,20],[9999,1074,1,1,10],[9999,1084,1,1,20],[9999,1094,1,1,20],[9999,1104,1,1,10]]"
103408,​保税实验室原料柜​4,航运集装箱,2,"[[9999,1014,1,1,20],[9999,1024,1,1,100],[9999,1034,1,1,20],[9999,1044,1,1,20],[9999,1054,1,1,10],[9999,1064,1,1,20],[9999,1074,1,1,10],[9999,1084,1,1,20],[9999,1094,1,1,20],[9999,1104,1,1,10]]"
103409,​注册私人军事物资​4,航运集装箱,2,"[[9999,1014,1,1,20],[9999,1024,1,1,10],[9999,1034,1,1,20],[9999,1044,1,1,100],[9999,1054,1,1,10],[9999,1064,1,1,20],[9999,1074,1,1,10],[9999,1084,1,1,20],[9999,1094,1,1,20],[9999,1104,1,1,10]]"
103410,​亚洲电竞狂欢箱​4,航运集装箱,2,"[[9999,1014,1,1,20],[9999,1024,1,1,10],[9999,1034,1,1,20],[9999,1044,1,1,20],[9999,1054,1,1,10],[9999,1064,1,1,20],[9999,1074,1,1,100],[9999,1084,1,1,20],[9999,1094,1,1,20],[9999,1104,1,1,10]]"
103501,​混沌货柜​5,航运集装箱,2,"[[9999,1015,1,1,20],[9999,1025,1,1,20],[9999,1035,1,1,20],[9999,1045,1,1,20],[9999,1055,1,1,20],[9999,1065,1,1,20],[9999,1075,1,1,20],[9999,1085,1,1,20],[9999,1095,1,1,20],[9999,1105,1,1,20]]"
103502,​环球家居博览箱​5,航运集装箱,2,"[[9999,1015,1,1,60],[9999,1025,1,1,10],[9999,1035,1,1,60],[9999,1045,1,1,10],[9999,1055,1,1,10],[9999,1065,1,1,10],[9999,1075,1,1,10],[9999,1085,1,1,20],[9999,1095,1,1,20],[9999,1105,1,1,10]]"
103503,​尖端装备封存箱​5,航运集装箱,2,"[[9999,1015,1,1,20],[9999,1025,1,1,10],[9999,1035,1,1,20],[9999,1045,1,1,40],[9999,1055,1,1,10],[9999,1065,1,1,10],[9999,1075,1,1,40],[9999,1085,1,1,60],[9999,1095,1,1,20],[9999,1105,1,1,10]]"
103504,​跨国冷链货柜​5,航运集装箱,2,"[[9999,1015,1,1,20],[9999,1025,1,1,60],[9999,1035,1,1,20],[9999,1045,1,1,10],[9999,1055,1,1,10],[9999,1065,1,1,10],[9999,1075,1,1,10],[9999,1085,1,1,20],[9999,1095,1,1,60],[9999,1105,1,1,10]]"
103505,​历史尘埃秘藏箱​5,航运集装箱,2,"[[9999,1015,1,1,20],[9999,1025,1,1,10],[9999,1035,1,1,20],[9999,1045,1,1,10],[9999,1055,1,1,60],[9999,1065,1,1,60],[9999,1075,1,1,10],[9999,1085,1,1,20],[9999,1095,1,1,20],[9999,1105,1,1,60]]"
103506,​缄默知识文库​5,航运集装箱,2,"[[9999,1015,1,1,20],[9999,1025,1,1,10],[9999,1035,1,1,20],[9999,1045,1,1,20],[9999,1055,1,1,10],[9999,1065,1,1,20],[9999,1075,1,1,10],[9999,1085,1,1,20],[9999,1095,1,1,20],[9999,1105,1,1,100]]"
103507,​迪拜私享逸品柜​5,航运集装箱,2,"[[9999,1015,1,1,20],[9999,1025,1,1,10],[9999,1035,1,1,20],[9999,1045,1,1,20],[9999,1055,1,1,100],[9999,1065,1,1,20],[9999,1075,1,1,10],[9999,1085,1,1,20],[9999,1095,1,1,20],[9999,1105,1,1,10]]"
103508,​保税实验室原料柜​5,航运集装箱,2,"[[9999,1015,1,1,20],[9999,1025,1,1,100],[9999,1035,1,1,20],[9999,1045,1,1,20],[9999,1055,1,1,10],[9999,1065,1,1,20],[9999,1075,1,1,10],[9999,1085,1,1,20],[9999,1095,1,1,20],[9999,1105,1,1,10]]"
103509,​注册私人军事物资​5,航运集装箱,2,"[[9999,1015,1,1,20],[9999,1025,1,1,10],[9999,1035,1,1,20],[9999,1045,1,1,100],[9999,1055,1,1,10],[9999,1065,1,1,20],[9999,1075,1,1,10],[9999,1085,1,1,20],[9999,1095,1,1,20],[9999,1105,1,1,10]]"
103510,​亚洲电竞狂欢箱​5,航运集装箱,2,"[[9999,1015,1,1,20],[9999,1025,1,1,10],[9999,1035,1,1,20],[9999,1045,1,1,20],[9999,1055,1,1,10],[9999,1065,1,1,20],[9999,1075,1,1,100],[9999,1085,1,1,20],[9999,1095,1,1,20],[9999,1105,1,1,10]]"
103601,​混沌货柜​6,航运集装箱,2,"[[9999,1019,1,1,20],[9999,1029,1,1,20],[9999,1039,1,1,20],[9999,1049,1,1,20],[9999,1059,1,1,20],[9999,1069,1,1,20],[9999,1079,1,1,20],[9999,1089,1,1,20],[9999,1099,1,1,20],[9999,1109,1,1,20]]"
103602,​环球家居博览箱​6,航运集装箱,2,"[[9999,1019,1,1,60],[9999,1029,1,1,10],[9999,1039,1,1,60],[9999,1049,1,1,10],[9999,1059,1,1,10],[9999,1069,1,1,10],[9999,1079,1,1,10],[9999,1089,1,1,20],[9999,1099,1,1,20],[9999,1109,1,1,10]]"
103603,​尖端装备封存箱​6,航运集装箱,2,"[[9999,1019,1,1,20],[9999,1029,1,1,10],[9999,1039,1,1,20],[9999,1049,1,1,40],[9999,1059,1,1,10],[9999,1069,1,1,10],[9999,1079,1,1,40],[9999,1089,1,1,60],[9999,1099,1,1,20],[9999,1109,1,1,10]]"
103604,​跨国冷链货柜​6,航运集装箱,2,"[[9999,1019,1,1,20],[9999,1029,1,1,60],[9999,1039,1,1,20],[9999,1049,1,1,10],[9999,1059,1,1,10],[9999,1069,1,1,10],[9999,1079,1,1,10],[9999,1089,1,1,20],[9999,1099,1,1,60],[9999,1109,1,1,10]]"
103605,​历史尘埃秘藏箱​6,航运集装箱,2,"[[9999,1019,1,1,20],[9999,1029,1,1,10],[9999,1039,1,1,20],[9999,1049,1,1,10],[9999,1059,1,1,60],[9999,1069,1,1,60],[9999,1079,1,1,10],[9999,1089,1,1,20],[9999,1099,1,1,20],[9999,1109,1,1,60]]"
103606,​缄默知识文库​6,航运集装箱,2,"[[9999,1019,1,1,20],[9999,1029,1,1,10],[9999,1039,1,1,20],[9999,1049,1,1,20],[9999,1059,1,1,10],[9999,1069,1,1,20],[9999,1079,1,1,10],[9999,1089,1,1,20],[9999,1099,1,1,20],[9999,1109,1,1,100]]"
103607,​迪拜私享逸品柜​6,航运集装箱,2,"[[9999,1019,1,1,20],[9999,1029,1,1,10],[9999,1039,1,1,20],[9999,1049,1,1,20],[9999,1059,1,1,100],[9999,1069,1,1,20],[9999,1079,1,1,10],[9999,1089,1,1,20],[9999,1099,1,1,20],[9999,1109,1,1,10]]"
103608,​保税实验室原料柜​6,航运集装箱,2,"[[9999,1019,1,1,20],[9999,1029,1,1,100],[9999,1039,1,1,20],[9999,1049,1,1,20],[9999,1059,1,1,10],[9999,1069,1,1,20],[9999,1079,1,1,10],[9999,1089,1,1,20],[9999,1099,1,1,20],[9999,1109,1,1,10]]"
103609,​注册私人军事物资​6,航运集装箱,2,"[[9999,1019,1,1,20],[9999,1029,1,1,10],[9999,1039,1,1,20],[9999,1049,1,1,100],[9999,1059,1,1,10],[9999,1069,1,1,20],[9999,1079,1,1,10],[9999,1089,1,1,20],[9999,1099,1,1,20],[9999,1109,1,1,10]]"
103610,​亚洲电竞狂欢箱​6,航运集装箱,2,"[[9999,1019,1,1,20],[9999,1029,1,1,10],[9999,1039,1,1,20],[9999,1049,1,1,20],[9999,1059,1,1,10],[9999,1069,1,1,20],[9999,1079,1,1,100],[9999,1089,1,1,20],[9999,1099,1,1,20],[9999,1109,1,1,10]]"
104101,​谜之公馆​1,空置别墅,2,"[[9999,1011,1,1,20],[9999,1021,1,1,20],[9999,1031,1,1,20],[9999,1041,1,1,20],[9999,1051,1,1,20],[9999,1061,1,1,20],[9999,1071,1,1,20],[9999,1081,1,1,20],[9999,1091,1,1,20],[9999,1101,1,1,20]]"
104102,​设计师遗作​1,空置别墅,2,"[[9999,1011,1,1,50],[9999,1021,1,1,10],[9999,1031,1,1,50],[9999,1041,1,1,10],[9999,1051,1,1,10],[9999,1061,1,1,10],[9999,1071,1,1,10],[9999,1081,1,1,20],[9999,1091,1,1,20],[9999,1101,1,1,10]]"
104103,​科技新贵密室​1,空置别墅,2,"[[9999,1011,1,1,20],[9999,1021,1,1,10],[9999,1031,1,1,20],[9999,1041,1,1,40],[9999,1051,1,1,10],[9999,1061,1,1,10],[9999,1071,1,1,40],[9999,1081,1,1,40],[9999,1091,1,1,20],[9999,1101,1,1,10]]"
104104,​养生专家私邸​1,空置别墅,2,"[[9999,1011,1,1,20],[9999,1021,1,1,50],[9999,1031,1,1,20],[9999,1041,1,1,10],[9999,1051,1,1,10],[9999,1061,1,1,10],[9999,1071,1,1,10],[9999,1081,1,1,20],[9999,1091,1,1,50],[9999,1101,1,1,10]]"
104105,​世家望族故居​1,空置别墅,2,"[[9999,1011,1,1,20],[9999,1021,1,1,10],[9999,1031,1,1,20],[9999,1041,1,1,10],[9999,1051,1,1,40],[9999,1061,1,1,40],[9999,1071,1,1,10],[9999,1081,1,1,20],[9999,1091,1,1,20],[9999,1101,1,1,40]]"
104106,​学者书斋​1,空置别墅,2,"[[9999,1011,1,1,20],[9999,1021,1,1,10],[9999,1031,1,1,20],[9999,1041,1,1,10],[9999,1051,1,1,10],[9999,1061,1,1,10],[9999,1071,1,1,10],[9999,1081,1,1,20],[9999,1091,1,1,20],[9999,1101,1,1,50]]"
104107,​隐秘金库​1,空置别墅,2,"[[9999,1011,1,1,20],[9999,1021,1,1,10],[9999,1031,1,1,20],[9999,1041,1,1,10],[9999,1051,1,1,50],[9999,1061,1,1,10],[9999,1071,1,1,10],[9999,1081,1,1,20],[9999,1091,1,1,20],[9999,1101,1,1,10]]"
104108,​私人疗养院​1,空置别墅,2,"[[9999,1011,1,1,20],[9999,1021,1,1,50],[9999,1031,1,1,20],[9999,1041,1,1,10],[9999,1051,1,1,10],[9999,1061,1,1,10],[9999,1071,1,1,10],[9999,1081,1,1,20],[9999,1091,1,1,20],[9999,1101,1,1,10]]"
104109,​安全狂宅邸​1,空置别墅,2,"[[9999,1011,1,1,20],[9999,1021,1,1,10],[9999,1031,1,1,20],[9999,1041,1,1,50],[9999,1051,1,1,10],[9999,1061,1,1,10],[9999,1071,1,1,10],[9999,1081,1,1,20],[9999,1091,1,1,20],[9999,1101,1,1,10]]"
104110,​极客梦幻屋​1,空置别墅,2,"[[9999,1011,1,1,20],[9999,1021,1,1,10],[9999,1031,1,1,20],[9999,1041,1,1,10],[9999,1051,1,1,10],[9999,1061,1,1,10],[9999,1071,1,1,50],[9999,1081,1,1,20],[9999,1091,1,1,20],[9999,1101,1,1,10]]"
104201,​谜之公馆​2,空置别墅,2,"[[9999,1012,1,1,20],[9999,1022,1,1,20],[9999,1032,1,1,20],[9999,1042,1,1,20],[9999,1052,1,1,20],[9999,1062,1,1,20],[9999,1072,1,1,20],[9999,1082,1,1,20],[9999,1092,1,1,20],[9999,1102,1,1,20]]"
104202,​设计师遗作​2,空置别墅,2,"[[9999,1012,1,1,50],[9999,1022,1,1,10],[9999,1032,1,1,50],[9999,1042,1,1,10],[9999,1052,1,1,10],[9999,1062,1,1,10],[9999,1072,1,1,10],[9999,1082,1,1,20],[9999,1092,1,1,20],[9999,1102,1,1,10]]"
104203,​科技新贵密室​2,空置别墅,2,"[[9999,1012,1,1,20],[9999,1022,1,1,10],[9999,1032,1,1,20],[9999,1042,1,1,40],[9999,1052,1,1,10],[9999,1062,1,1,10],[9999,1072,1,1,40],[9999,1082,1,1,40],[9999,1092,1,1,20],[9999,1102,1,1,10]]"
104204,​养生专家私邸​2,空置别墅,2,"[[9999,1012,1,1,20],[9999,1022,1,1,50],[9999,1032,1,1,20],[9999,1042,1,1,10],[9999,1052,1,1,10],[9999,1062,1,1,10],[9999,1072,1,1,10],[9999,1082,1,1,20],[9999,1092,1,1,50],[9999,1102,1,1,10]]"
104205,​世家望族故居​2,空置别墅,2,"[[9999,1012,1,1,20],[9999,1022,1,1,10],[9999,1032,1,1,20],[9999,1042,1,1,10],[9999,1052,1,1,40],[9999,1062,1,1,40],[9999,1072,1,1,10],[9999,1082,1,1,20],[9999,1092,1,1,20],[9999,1102,1,1,40]]"
104206,​学者书斋​2,空置别墅,2,"[[9999,1012,1,1,20],[9999,1022,1,1,10],[9999,1032,1,1,20],[9999,1042,1,1,10],[9999,1052,1,1,10],[9999,1062,1,1,10],[9999,1072,1,1,10],[9999,1082,1,1,20],[9999,1092,1,1,20],[9999,1102,1,1,50]]"
104207,​隐秘金库​2,空置别墅,2,"[[9999,1012,1,1,20],[9999,1022,1,1,10],[9999,1032,1,1,20],[9999,1042,1,1,10],[9999,1052,1,1,50],[9999,1062,1,1,10],[9999,1072,1,1,10],[9999,1082,1,1,20],[9999,1092,1,1,20],[9999,1102,1,1,10]]"
104208,​私人疗养院​2,空置别墅,2,"[[9999,1012,1,1,20],[9999,1022,1,1,50],[9999,1032,1,1,20],[9999,1042,1,1,10],[9999,1052,1,1,10],[9999,1062,1,1,10],[9999,1072,1,1,10],[9999,1082,1,1,20],[9999,1092,1,1,20],[9999,1102,1,1,10]]"
104209,​安全狂宅邸​2,空置别墅,2,"[[9999,1012,1,1,20],[9999,1022,1,1,10],[9999,1032,1,1,20],[9999,1042,1,1,50],[9999,1052,1,1,10],[9999,1062,1,1,10],[9999,1072,1,1,10],[9999,1082,1,1,20],[9999,1092,1,1,20],[9999,1102,1,1,10]]"
104210,​极客梦幻屋​2,空置别墅,2,"[[9999,1012,1,1,20],[9999,1022,1,1,10],[9999,1032,1,1,20],[9999,1042,1,1,10],[9999,1052,1,1,10],[9999,1062,1,1,10],[9999,1072,1,1,50],[9999,1082,1,1,20],[9999,1092,1,1,20],[9999,1102,1,1,10]]"
104301,​谜之公馆​3,空置别墅,2,"[[9999,1013,1,1,20],[9999,1023,1,1,20],[9999,1033,1,1,20],[9999,1043,1,1,20],[9999,1053,1,1,20],[9999,1063,1,1,20],[9999,1073,1,1,20],[9999,1083,1,1,20],[9999,1093,1,1,20],[9999,1103,1,1,20]]"
104302,​设计师遗作​3,空置别墅,2,"[[9999,1013,1,1,50],[9999,1023,1,1,10],[9999,1033,1,1,50],[9999,1043,1,1,10],[9999,1053,1,1,10],[9999,1063,1,1,10],[9999,1073,1,1,10],[9999,1083,1,1,20],[9999,1093,1,1,20],[9999,1103,1,1,10]]"
104303,​科技新贵密室​3,空置别墅,2,"[[9999,1013,1,1,20],[9999,1023,1,1,10],[9999,1033,1,1,20],[9999,1043,1,1,40],[9999,1053,1,1,10],[9999,1063,1,1,10],[9999,1073,1,1,40],[9999,1083,1,1,40],[9999,1093,1,1,20],[9999,1103,1,1,10]]"
104304,​养生专家私邸​3,空置别墅,2,"[[9999,1013,1,1,20],[9999,1023,1,1,50],[9999,1033,1,1,20],[9999,1043,1,1,10],[9999,1053,1,1,10],[9999,1063,1,1,10],[9999,1073,1,1,10],[9999,1083,1,1,20],[9999,1093,1,1,50],[9999,1103,1,1,10]]"
104305,​世家望族故居​3,空置别墅,2,"[[9999,1013,1,1,20],[9999,1023,1,1,10],[9999,1033,1,1,20],[9999,1043,1,1,10],[9999,1053,1,1,40],[9999,1063,1,1,40],[9999,1073,1,1,10],[9999,1083,1,1,20],[9999,1093,1,1,20],[9999,1103,1,1,40]]"
104306,​学者书斋​3,空置别墅,2,"[[9999,1013,1,1,20],[9999,1023,1,1,10],[9999,1033,1,1,20],[9999,1043,1,1,10],[9999,1053,1,1,10],[9999,1063,1,1,10],[9999,1073,1,1,10],[9999,1083,1,1,20],[9999,1093,1,1,20],[9999,1103,1,1,50]]"
104307,​隐秘金库​3,空置别墅,2,"[[9999,1013,1,1,20],[9999,1023,1,1,10],[9999,1033,1,1,20],[9999,1043,1,1,10],[9999,1053,1,1,50],[9999,1063,1,1,10],[9999,1073,1,1,10],[9999,1083,1,1,20],[9999,1093,1,1,20],[9999,1103,1,1,10]]"
104308,​私人疗养院​3,空置别墅,2,"[[9999,1013,1,1,20],[9999,1023,1,1,50],[9999,1033,1,1,20],[9999,1043,1,1,10],[9999,1053,1,1,10],[9999,1063,1,1,10],[9999,1073,1,1,10],[9999,1083,1,1,20],[9999,1093,1,1,20],[9999,1103,1,1,10]]"
104309,​安全狂宅邸​3,空置别墅,2,"[[9999,1013,1,1,20],[9999,1023,1,1,10],[9999,1033,1,1,20],[9999,1043,1,1,50],[9999,1053,1,1,10],[9999,1063,1,1,10],[9999,1073,1,1,10],[9999,1083,1,1,20],[9999,1093,1,1,20],[9999,1103,1,1,10]]"
